"wetting potential","permeability-X","permeability-Y","permeability-Offdiagonal","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
3.3131,1,1,0,1,0.038801,0.027436,0.12744,0
3.3131,1,1,0,1,0.038928,0.027526,0.12753,0
3.3131,1,1,0,1,0.039055,0.027616,0.12762,0
3.3131,1,1,0,1,0.039182,0.027706,0.12771,0
3.3131,1,1,0,1,0.03931,0.027796,0.1278,0
3.3131,1,1,0,1,0.039437,0.027886,0.12789,0
3.3131,1,1,0,1,0.039564,0.027976,0.12798,0
3.3121,1,1,0,1,0.039691,0.028066,0.12807,0
3.3121,1,1,0,1,0.039818,0.028156,0.12816,0
3.3121,1,1,0,1,0.039946,0.028246,0.12825,0
3.3121,1,1,0,1,0.040073,0.028336,0.12834,0
3.3121,1,1,0,1,0.0402,0.028426,0.12843,0
3.3121,1,1,0,1,0.040327,0.028516,0.12852,0
3.3121,1,1,0,1,0.040455,0.028606,0.12861,0
3.3121,1,1,0,1,0.040582,0.028696,0.1287,0
3.3121,1,1,0,1,0.040709,0.028786,0.12879,0
3.3121,1,1,0,1,0.040836,0.028876,0.12888,0
3.3121,1,1,0,1,0.040963,0.028966,0.12897,0
3.3112,1,1,0,1,0.041091,0.029055,0.12906,0
3.3112,1,1,0,1,0.041218,0.029145,0.12915,0
3.3112,1,1,0,1,0.041345,0.029235,0.12924,0
3.3112,1,1,0,1,0.041472,0.029325,0.12933,0
3.3112,1,1,0,1,0.0416,0.029415,0.12942,0
3.3112,1,1,0,1,0.041727,0.029505,0.12951,0
3.3112,1,1,0,1,0.041854,0.029595,0.1296,0
3.3112,1,1,0,1,0.041981,0.029685,0.12969,0
3.3112,1,1,0,1,0.042108,0.029775,0.12978,0
3.3112,1,1,0,1,0.042236,0.029865,0.12987,0
3.3112,1,1,0,1,0.042363,0.029955,0.12996,0
3.3102,1,1,0,1,0.04249,0.030045,0.13004,0
3.3102,1,1,0,1,0.042617,0.030135,0.13013,0
3.3102,1,1,0,1,0.042744,0.030225,0.13022,0
3.3102,1,1,0,1,0.042872,0.030315,0.13031,0
3.3102,1,1,0,1,0.042999,0.030405,0.1304,0
3.3102,1,1,0,1,0.043126,0.030495,0.13049,0
3.3102,1,1,0,1,0.043253,0.030585,0.13058,0
3.3102,1,1,0,1,0.043381,0.030675,0.13067,0
3.3102,1,1,0,1,0.043508,0.030765,0.13076,0
3.3102,1,1,0,1,0.043635,0.030855,0.13085,0
3.3102,1,1,0,1,0.043762,0.030945,0.13094,0
3.3092,1,1,0,1,0.043889,0.031034,0.13103,0
3.3092,1,1,0,1,0.044017,0.031124,0.13112,0
3.3092,1,1,0,1,0.044144,0.031214,0.13121,0
3.3092,1,1,0,1,0.044271,0.031304,0.1313,0
