"pressure","permeability","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
112.42,1,1,949.05,949.05,-200,0
112.42,1,1,949.77,949.77,-200,0
112.42,1,1,950.5,950.5,-200,0
112.38,1,1,951.22,951.22,-200,0
112.38,1,1,951.94,951.94,-200,0
112.34,1,1,952.66,952.66,-200,0
112.34,1,1,953.38,953.38,-200,0
112.3,1,1,954.1,954.1,-200,0
112.3,1,1,954.82,954.82,-200,0
112.3,1,1,955.54,955.54,-200,0
112.26,1,1,956.26,956.26,-200,0
112.26,1,1,956.98,956.98,-200,0
112.22,1,1,957.7,957.7,-200,0
112.25,1,1,958.42,958.42,-200,0
112.21,1,1,959.14,959.14,-200,0
112.21,1,1,959.86,959.86,-200,0
112.21,1,1,960.58,960.58,-200,0
112.17,1,1,961.3,961.3,-200,0
112.17,1,1,962.02,962.02,-200,0
112.12,1,1,962.74,962.74,-200,0
112.15,1,1,963.46,963.46,-200,0
112.11,1,1,964.18,964.18,-200,0
112.11,1,1,964.9,964.9,-200,0
112.11,1,1,965.62,965.62,-200,0
112.06,1,1,966.34,966.34,-200,0
112.06,1,1,967.06,967.06,-200,0
112.02,1,1,967.78,967.78,-200,0
112.02,1,1,968.5,968.5,-200,0
111.98,1,1,969.22,969.22,-200,0
111.98,1,1,969.94,969.94,-200,0
111.98,1,1,970.66,970.66,-200,0
111.96,1,1,971.38,971.38,-200,0
111.96,1,1,972.1,972.1,-200,0
111.92,1,1,972.82,972.82,-200,0
111.92,1,1,973.54,973.54,-200,0
111.92,1,1,974.26,974.26,-200,0
111.88,1,1,974.98,974.98,-200,0
111.88,1,1,975.7,975.7,-200,0
111.83,1,1,976.42,976.42,-200,0
111.83,1,1,977.14,977.14,-200,0
111.79,1,1,977.86,977.86,-200,0
111.81,1,1,978.58,978.58,-200,0
111.81,1,1,979.3,979.3,-200,0
111.77,1,1,980.02,980.02,-200,0
111.77,1,1,980.74,980.74,-200,0
111.72,1,1,981.46,981.46,-200,0
111.72,1,1,982.18,982.18,-200,0
111.72,1,1,982.9,982.9,-200,0
111.68,1,1,983.62,983.62,-200,0
111.68,1,1,984.34,984.34,-200,0
111.65,1,1,985.06,985.06,-200,0
111.65,1,1,985.78,985.78,-200,0
111.6,1,1,986.5,986.5,-200,0
111.6,1,1,987.22,987.22,-200,0
111.6,1,1,987.94,987.94,-200,0
111.56,1,1,988.66,988.66,-200,0
111.56,1,1,989.38,989.38,-200,0
111.51,1,1,990.1,990.1,-200,0
111.51,1,1,990.82,990.82,-200,0
111.51,1,1,991.54,991.54,-200,0
111.47,1,1,992.26,992.26,-200,0
111.48,1,1,992.98,992.98,-200,0
111.43,1,1,993.7,993.7,-200,0
111.43,1,1,994.42,994.42,-200,0
111.43,1,1,995.14,995.14,-200,0
111.39,1,1,995.86,995.86,-200,0
111.39,1,1,996.58,996.58,-200,0
111.35,1,1,997.3,997.3,-200,0
111.35,1,1,998.02,998.02,-200,0
111.3,1,1,998.74,998.74,-200,0
111.3,1,1,999.46,999.46,-200,0
111.3,1,1,1000.2,1000.2,-200,0
111.25,1,1,1000.9,1000.9,-200,0
111.25,1,1,1001.6,1001.6,-200,0
111.21,1,1,1002.3,1002.3,-200,0
111.21,1,1,1003.1,1003.1,-200,0
111.21,1,1,1003.8,1003.8,-200,0
111.17,1,1,1004.5,1004.5,-200,0
111.17,1,1,1005.2,1005.2,-200,0
111.12,1,1,1005.9,1005.9,-200,0
111.12,1,1,1006.7,1006.7,-200,0
111.12,1,1,1007.4,1007.4,-200,0
111.07,1,1,1008.1,1008.1,-200,0
111.07,1,1,1008.8,1008.8,-200,0
111.03,1,1,1009.5,1009.5,-200,0
111.03,1,1,1010.3,1010.3,-200,0
111.02,1,1,1011,1011,-200,0
110.98,1,1,1011.7,1011.7,-200,0
110.98,1,1,1012.4,1012.4,-200,0
110.94,1,1,1013.1,1013.1,-200,0
110.94,1,1,1013.9,1013.9,-200,0
110.89,1,1,1014.6,1014.6,-200,0
110.89,1,1,1015.3,1015.3,-200,0
110.84,1,1,1016,1016,-200,0
110.84,1,1,1016.7,1016.7,-200,0
110.85,1,1,1017.5,1017.5,-200,0
110.81,1,1,1018.2,1018.2,-200,0
110.81,1,1,1018.9,1018.9,-200,0
110.76,1,1,1019.6,1019.6,-200,0
110.76,1,1,1020.3,1020.3,-200,0
110.71,1,1,1021.1,1021.1,-200,0
110.71,1,1,1021.8,1021.8,-200,0
110.71,1,1,1022.5,1022.5,-200,0
110.66,1,1,1023.2,1023.2,-200,0
110.66,1,1,1023.9,1023.9,-200,0
110.61,1,1,1024.7,1024.7,-200,0
110.61,1,1,1025.4,1025.4,-200,0
110.57,1,1,1026.1,1026.1,-200,0
110.57,1,1,1026.8,1026.8,-200,0
110.57,1,1,1027.5,1027.5,-200,0
110.52,1,1,1028.3,1028.3,-200,0
110.52,1,1,1029,1029,-200,0
110.48,1,1,1029.7,1029.7,-200,0
110.48,1,1,1030.4,1030.4,-200,0
110.43,1,1,1031.1,1031.1,-200,0
110.43,1,1,1031.9,1031.9,-200,0
110.38,1,1,1032.6,1032.6,-200,0
110.38,1,1,1033.3,1033.3,-200,0
110.38,1,1,1034,1034,-200,0
110.34,1,1,1034.7,1034.7,-200,0
110.34,1,1,1035.5,1035.5,-200,0
110.29,1,1,1036.2,1036.2,-200,0
110.29,1,1,1036.9,1036.9,-200,0
110.24,1,1,1037.6,1037.6,-200,0
110.24,1,1,1038.3,1038.3,-200,0
110.19,1,1,1039.1,1039.1,-200,0
110.19,1,1,1039.8,1039.8,-200,0
110.19,1,1,1040.5,1040.5,-200,0
110.14,1,1,1041.2,1041.2,-200,0
110.14,1,1,1041.9,1041.9,-200,0
110.1,1,1,1042.7,1042.7,-200,0
110.1,1,1,1043.4,1043.4,-200,0
110.05,1,1,1044.1,1044.1,-200,0
110.05,1,1,1044.8,1044.8,-200,0
110.05,1,1,1045.5,1045.5,-200,0
110,1,1,1046.3,1046.3,-200,0
110,1,1,1047,1047,-200,0
109.94,1,1,1047.7,1047.7,-200,0
109.94,1,1,1048.4,1048.4,-200,0
109.9,1,1,1049.1,1049.1,-200,0
109.9,1,1,1049.9,1049.9,-200,0
109.9,1,1,1050.6,1050.6,-200,0
109.85,1,1,1051.3,1051.3,-200,0
109.85,1,1,1052,1052,-200,0
109.8,1,1,1052.7,1052.7,-200,0
109.8,1,1,1053.5,1053.5,-200,0
109.75,1,1,1054.2,1054.2,-200,0
109.75,1,1,1054.9,1054.9,-200,0
109.71,1,1,1055.6,1055.6,-200,0
109.71,1,1,1056.3,1056.3,-200,0
109.66,1,1,1057.1,1057.1,-200,0
109.66,1,1,1057.8,1057.8,-200,0
109.61,1,1,1058.5,1058.5,-200,0
109.61,1,1,1059.2,1059.2,-200,0
109.56,1,1,1059.9,1059.9,-200,0
109.56,1,1,1060.7,1060.7,-200,0
109.56,1,1,1061.4,1061.4,-200,0
109.51,1,1,1062.1,1062.1,-200,0
109.51,1,1,1062.8,1062.8,-200,0
109.46,1,1,1063.5,1063.5,-200,0
109.47,1,1,1064.3,1064.3,-200,0
109.42,1,1,1065,1065,-200,0
109.42,1,1,1065.7,1065.7,-200,0
109.37,1,1,1066.4,1066.4,-200,0
109.37,1,1,1067.1,1067.1,-200,0
109.32,1,1,1067.9,1067.9,-200,0
109.32,1,1,1068.6,1068.6,-200,0
109.27,1,1,1069.3,1069.3,-200,0
109.27,1,1,1070,1070,-200,0
109.22,1,1,1070.7,1070.7,-200,0
109.22,1,1,1071.5,1071.5,-200,0
109.18,1,1,1072.2,1072.2,-200,0
109.18,1,1,1072.9,1072.9,-200,0
109.13,1,1,1073.6,1073.6,-200,0
109.13,1,1,1074.3,1074.3,-200,0
109.13,1,1,1075.1,1075.1,-200,0
109.08,1,1,1075.8,1075.8,-200,0
109.08,1,1,1076.5,1076.5,-200,0
109.03,1,1,1077.2,1077.2,-200,0
109.03,1,1,1077.9,1077.9,-200,0
108.98,1,1,1078.7,1078.7,-200,0
108.98,1,1,1079.4,1079.4,-200,0
108.93,1,1,1080.1,1080.1,-200,0
108.93,1,1,1080.8,1080.8,-200,0
108.88,1,1,1081.5,1081.5,-200,0
108.88,1,1,1082.3,1082.3,-200,0
108.83,1,1,1083,1083,-200,0
108.83,1,1,1083.7,1083.7,-200,0
108.78,1,1,1084.4,1084.4,-200,0
108.78,1,1,1085.1,1085.1,-200,0
108.73,1,1,1085.9,1085.9,-200,0
108.73,1,1,1086.6,1086.6,-200,0
108.68,1,1,1087.3,1087.3,-200,0
108.68,1,1,1088,1088,-200,0
108.68,1,1,1088.7,1088.7,-200,0
108.63,1,1,1089.5,1089.5,-200,0
108.63,1,1,1090.2,1090.2,-200,0
108.58,1,1,1090.9,1090.9,-200,0
108.58,1,1,1091.6,1091.6,-200,0
108.53,1,1,1092.3,1092.3,-200,0
108.53,1,1,1093.1,1093.1,-200,0
108.48,1,1,1093.8,1093.8,-200,0
108.48,1,1,1094.5,1094.5,-200,0
108.43,1,1,1095.2,1095.2,-200,0
108.43,1,1,1095.9,1095.9,-200,0
108.38,1,1,1096.7,1096.7,-200,0
108.38,1,1,1097.4,1097.4,-200,0
108.33,1,1,1098.1,1098.1,-200,0
108.33,1,1,1098.8,1098.8,-200,0
108.28,1,1,1099.5,1099.5,-200,0
108.28,1,1,1100.3,1100.3,-200,0
108.23,1,1,1101,1101,-200,0
108.23,1,1,1101.7,1101.7,-200,0
108.23,1,1,1102.4,1102.4,-200,0
108.18,1,1,1103.2,1103.2,-200,0
108.18,1,1,1103.9,1103.9,-200,0
108.13,1,1,1104.6,1104.6,-200,0
108.13,1,1,1105.3,1105.3,-200,0
108.07,1,1,1106,1106,-200,0
108.07,1,1,1106.8,1106.8,-200,0
108.02,1,1,1107.5,1107.5,-200,0
108.02,1,1,1108.2,1108.2,-200,0
107.97,1,1,1108.9,1108.9,-200,0
107.97,1,1,1109.6,1109.6,-200,0
107.92,1,1,1110.4,1110.4,-200,0
107.92,1,1,1111.1,1111.1,-200,0
107.87,1,1,1111.8,1111.8,-200,0
107.87,1,1,1112.5,1112.5,-200,0
107.82,1,1,1113.2,1113.2,-200,0
107.81,1,1,1114,1114,-200,0
107.81,1,1,1114.7,1114.7,-200,0
107.76,1,1,1115.4,1115.4,-200,0
107.76,1,1,1116.1,1116.1,-200,0
107.71,1,1,1116.8,1116.8,-200,0
107.71,1,1,1117.6,1117.6,-200,0
107.66,1,1,1118.3,1118.3,-200,0
107.66,1,1,1119,1119,-200,0
107.61,1,1,1119.7,1119.7,-200,0
107.61,1,1,1120.4,1120.4,-200,0
107.55,1,1,1121.2,1121.2,-200,0
107.54,1,1,1121.9,1121.9,-200,0
107.49,1,1,1122.6,1122.6,-200,0
107.49,1,1,1123.3,1123.3,-200,0
107.44,1,1,1124,1124,-200,0
107.44,1,1,1124.8,1124.8,-200,0
107.44,1,1,1125.5,1125.5,-200,0
107.39,1,1,1126.2,1126.2,-200,0
107.39,1,1,1126.9,1126.9,-200,0
107.34,1,1,1127.6,1127.6,-200,0
107.34,1,1,1128.4,1128.4,-200,0
107.29,1,1,1129.1,1129.1,-200,0
107.27,1,1,1129.8,1129.8,-200,0
107.22,1,1,1130.5,1130.5,-200,0
107.22,1,1,1131.2,1131.2,-200,0
107.17,1,1,1132,1132,-200,0
107.17,1,1,1132.7,1132.7,-200,0
107.12,1,1,1133.4,1133.4,-200,0
107.12,1,1,1134.1,1134.1,-200,0
107.07,1,1,1134.8,1134.8,-200,0
107.07,1,1,1135.6,1135.6,-200,0
107.07,1,1,1136.3,1136.3,-200,0
107.01,1,1,1137,1137,-200,0
107.01,1,1,1137.7,1137.7,-200,0
106.97,100,1,1138.4,1138.4,-200,0
106.97,100,1,1139.2,1139.2,-200,0
106.97,100,1,1139.9,1139.9,-200,0
106.97,100,1,1140.6,1140.6,-200,0
106.97,100,1,1141.3,1141.3,-200,0
106.97,100,1,1142,1142,-200,0
106.97,100,1,1142.8,1142.8,-200,0
106.97,100,1,1143.5,1143.5,-200,0
106.96,100,1,1144.2,1144.2,-200,0
106.96,100,1,1144.9,1144.9,-200,0
106.97,100,1,1145.6,1145.6,-200,0
106.95,100,1,1146.4,1146.4,-200,0
106.96,100,1,1147.1,1147.1,-200,0
106.96,100,1,1147.8,1147.8,-200,0
106.96,100,1,1148.5,1148.5,-200,0
106.96,100,1,1149.2,1149.2,-200,0
106.96,100,1,1150,1150,-200,0
106.96,100,1,1150.7,1150.7,-200,0
106.96,100,1,1151.4,1151.4,-200,0
106.96,100,1,1152.1,1152.1,-200,0
106.96,100,1,1152.8,1152.8,-200,0
106.97,1,1,1153.6,1153.6,-200,0
106.97,1,1,1154.3,1154.3,-200,0
107,1,1,1155,1155,-200,0
107,1,1,1155.7,1155.7,-200,0
107.04,1,1,1156.4,1156.4,-200,0
107.04,1,1,1157.2,1157.2,-200,0
107.08,1,1,1157.9,1157.9,-200,0
107.08,1,1,1158.6,1158.6,-200,0
107.08,1,1,1159.3,1159.3,-200,0
107.12,1,1,1160,1160,-200,0
107.12,1,1,1160.8,1160.8,-200,0
107.16,1,1,1161.5,1161.5,-200,0
107.16,1,1,1162.2,1162.2,-200,0
107.19,1,1,1162.9,1162.9,-200,0
107.19,1,1,1163.6,1163.6,-200,0
107.23,1,1,1164.4,1164.4,-200,0
107.23,1,1,1165.1,1165.1,-200,0
107.23,1,1,1165.8,1165.8,-200,0
107.27,1,1,1166.5,1166.5,-200,0
107.27,1,1,1167.2,1167.2,-200,0
107.32,1,1,1168,1168,-200,0
107.32,1,1,1168.7,1168.7,-200,0
107.32,1,1,1169.4,1169.4,-200,0
107.36,1,1,1170.1,1170.1,-200,0
107.36,1,1,1170.8,1170.8,-200,0
107.4,1,1,1171.6,1171.6,-200,0
107.38,1,1,1172.3,1172.3,-200,0
107.42,1,1,1173,1173,-200,0
107.42,1,1,1173.7,1173.7,-200,0
107.47,1,1,1174.4,1174.4,-200,0
107.47,1,1,1175.2,1175.2,-200,0
107.47,1,1,1175.9,1175.9,-200,0
107.51,1,1,1176.6,1176.6,-200,0
107.51,1,1,1177.3,1177.3,-200,0
107.56,1,1,1178,1178,-200,0
107.56,1,1,1178.8,1178.8,-200,0
107.56,1,1,1179.5,1179.5,-200,0
107.61,1,1,1180.2,1180.2,-200,0
107.61,1,1,1180.9,1180.9,-200,0
107.65,1,1,1181.6,1181.6,-200,0
107.63,1,1,1182.4,1182.4,-200,0
107.68,1,1,1183.1,1183.1,-200,0
107.68,1,1,1183.8,1183.8,-200,0
107.68,1,1,1184.5,1184.5,-200,0
107.72,1,1,1185.2,1185.2,-200,0
107.72,1,1,1186,1186,-200,0
107.78,1,1,1186.7,1186.7,-200,0
107.78,1,1,1187.4,1187.4,-200,0
107.78,1,1,1188.1,1188.1,-200,0
107.82,1,1,1188.8,1188.8,-200,0
107.82,1,1,1189.6,1189.6,-200,0
107.85,1,1,1190.3,1190.3,-200,0
107.85,1,1,1191,1191,-200,0
107.9,1,1,1191.7,1191.7,-200,0
107.9,1,1,1192.4,1192.4,-200,0
107.9,1,1,1193.2,1193.2,-200,0
107.95,1,1,1193.9,1193.9,-200,0
107.95,1,1,1194.6,1194.6,-200,0
107.95,1,1,1195.3,1195.3,-200,0
108,1,1,1196,1196,-200,0
108,1,1,1196.8,1196.8,-200,0
108.06,1,1,1197.5,1197.5,-200,0
108.06,1,1,1198.2,1198.2,-200,0
108.06,1,1,1198.9,1198.9,-200,0
108.09,1,1,1199.6,1199.6,-200,0
108.09,1,1,1200.4,1200.4,-200,0
108.14,1,1,1201.1,1201.1,-200,0
108.14,1,1,1201.8,1201.8,-200,0
108.14,1,1,1202.5,1202.5,-200,0
108.19,1,1,1203.2,1203.2,-200,0
108.19,1,1,1204,1204,-200,0
108.19,1,1,1204.7,1204.7,-200,0
108.25,1,1,1205.4,1205.4,-200,0
108.25,1,1,1206.1,1206.1,-200,0
108.3,1,1,1206.8,1206.8,-200,0
108.3,1,1,1207.6,1207.6,-200,0
108.29,1,1,1208.3,1208.3,-200,0
108.35,1,1,1209,1209,-200,0
108.35,1,1,1209.7,1209.7,-200,0
108.35,1,1,1210.4,1210.4,-200,0
108.4,1,1,1211.2,1211.2,-200,0
108.4,1,1,1211.9,1211.9,-200,0
108.4,1,1,1212.6,1212.6,-200,0
108.46,1,1,1213.3,1213.3,-200,0
108.46,1,1,1214,1214,-200,0
108.46,1,1,1214.8,1214.8,-200,0
108.52,1,1,1215.5,1215.5,-200,0
108.52,1,1,1216.2,1216.2,-200,0
108.52,1,1,1216.9,1216.9,-200,0
108.57,1,1,1217.6,1217.6,-200,0
108.57,1,1,1218.4,1218.4,-200,0
108.57,1,1,1219.1,1219.1,-200,0
108.63,1,1,1219.8,1219.8,-200,0
108.63,1,1,1220.5,1220.5,-200,0
108.63,1,1,1221.2,1221.2,-200,0
108.69,1,1,1222,1222,-200,0
108.69,1,1,1222.7,1222.7,-200,0
108.69,1,1,1223.4,1223.4,-200,0
108.75,1,1,1224.1,1224.1,-200,0
108.74,1,1,1224.8,1224.8,-200,0
108.74,1,1,1225.6,1225.6,-200,0
108.8,1,1,1226.3,1226.3,-200,0
108.8,1,1,1227,1227,-200,0
108.8,1,1,1227.7,1227.7,-200,0
108.86,1,1,1228.4,1228.4,-200,0
108.86,1,1,1229.2,1229.2,-200,0
108.86,1,1,1229.9,1229.9,-200,0
108.92,1,1,1230.6,1230.6,-200,0
108.92,1,1,1231.3,1231.3,-200,0
108.92,1,1,1232,1232,-200,0
108.98,1,1,1232.8,1232.8,-200,0
108.98,1,1,1233.5,1233.5,-200,0
108.98,1,1,1234.2,1234.2,-200,0
109.04,1,1,1234.9,1234.9,-200,0
109.04,1,1,1235.6,1235.6,-200,0
109.04,1,1,1236.4,1236.4,-200,0
109.1,1,1,1237.1,1237.1,-200,0
109.1,1,1,1237.8,1237.8,-200,0
109.1,1,1,1238.5,1238.5,-200,0
109.17,1,1,1239.2,1239.2,-200,0
109.17,1,1,1240,1240,-200,0
109.17,1,1,1240.7,1240.7,-200,0
109.23,1,1,1241.4,1241.4,-200,0
109.24,1,1,1242.1,1242.1,-200,0
109.24,1,1,1242.8,1242.8,-200,0
109.24,1,1,1243.6,1243.6,-200,0
109.3,1,1,1244.3,1244.3,-200,0
109.3,1,1,1245,1245,-200,0
109.3,1,1,1245.7,1245.7,-200,0
109.36,1,1,1246.4,1246.4,-200,0
109.36,1,1,1247.2,1247.2,-200,0
109.36,1,1,1247.9,1247.9,-200,0
109.43,1,1,1248.6,1248.6,-200,0
109.43,1,1,1249.3,1249.3,-200,0
109.43,1,1,1250,1250,-200,0
109.43,1,1,1250.8,1250.8,-200,0
109.5,1,1,1251.5,1251.5,-200,0
109.51,1,1,1252.2,1252.2,-200,0
109.51,1,1,1252.9,1252.9,-200,0
109.58,1,1,1253.6,1253.6,-200,0
109.58,1,1,1254.4,1254.4,-200,0
109.58,1,1,1255.1,1255.1,-200,0
109.58,1,1,1255.8,1255.8,-200,0
109.64,1,1,1256.5,1256.5,-200,0
109.64,1,1,1257.2,1257.2,-200,0
109.64,1,1,1258,1258,-200,0
109.72,1,1,1258.7,1258.7,-200,0
109.72,1,1,1259.4,1259.4,-200,0
109.72,1,1,1260.1,1260.1,-200,0
109.72,1,1,1260.8,1260.8,-200,0
109.79,1,1,1261.6,1261.6,-200,0
109.79,1,1,1262.3,1262.3,-200,0
109.79,1,1,1263,1263,-200,0
109.84,1,1,1263.7,1263.7,-200,0
109.84,1,1,1264.4,1264.4,-200,0
109.84,1,1,1265.2,1265.2,-200,0
109.89,1,1,1265.9,1265.9,-200,0
109.89,1,1,1266.6,1266.6,-200,0
109.89,1,1,1267.3,1267.3,-200,0
109.97,1,1,1268,1268,-200,0
109.97,1,1,1268.8,1268.8,-200,0
109.97,1,1,1269.5,1269.5,-200,0
109.97,1,1,1270.2,1270.2,-200,0
110.04,1,1,1270.9,1270.9,-200,0
110.04,1,1,1271.6,1271.6,-200,0
110.04,1,1,1272.4,1272.4,-200,0
110.11,1,1,1273.1,1273.1,-200,0
110.11,1,1,1273.8,1273.8,-200,0
110.11,1,1,1274.5,1274.5,-200,0
110.18,1,1,1275.2,1275.2,-200,0
110.18,1,1,1276,1276,-200,0
110.18,1,1,1276.7,1276.7,-200,0
110.18,1,1,1277.4,1277.4,-200,0
110.25,1,1,1278.1,1278.1,-200,0
110.25,1,1,1278.8,1278.8,-200,0
110.25,1,1,1279.6,1279.6,-200,0
110.31,1,1,1280.3,1280.3,-200,0
110.31,1,1,1281,1281,-200,0
110.31,1,1,1281.7,1281.7,-200,0
110.39,1,1,1282.4,1282.4,-200,0
110.39,1,1,1283.2,1283.2,-200,0
110.39,1,1,1283.9,1283.9,-200,0
110.39,1,1,1284.6,1284.6,-200,0
110.46,1,1,1285.3,1285.3,-200,0
110.46,1,1,1286,1286,-200,0
110.46,1,1,1286.8,1286.8,-200,0
110.53,1,1,1287.5,1287.5,-200,0
110.53,1,1,1288.2,1288.2,-200,0
110.53,1,1,1288.9,1288.9,-200,0
110.53,1,1,1289.6,1289.6,-200,0
110.61,1,1,1290.4,1290.4,-200,0
110.61,1,1,1291.1,1291.1,-200,0
110.61,1,1,1291.8,1291.8,-200,0
110.68,1,1,1292.5,1292.5,-200,0
110.68,1,1,1293.2,1293.2,-200,0
110.68,1,1,1294,1294,-200,0
110.68,1,1,1294.7,1294.7,-200,0
110.75,1,1,1295.4,1295.4,-200,0
110.75,1,1,1296.1,1296.1,-200,0
110.75,1,1,1296.8,1296.8,-200,0
110.75,1,1,1297.6,1297.6,-200,0
110.82,1,1,1298.3,1298.3,-200,0
110.82,1,1,1299,1299,-200,0
110.82,1,1,1299.7,1299.7,-200,0
110.89,1,1,1300.5,1300.5,-200,0
110.89,1,1,1301.2,1301.2,-200,0
110.9,1,1,1301.9,1301.9,-200,0
110.9,1,1,1302.6,1302.6,-200,0
110.97,1,1,1303.3,1303.3,-200,0
110.97,1,1,1304.1,1304.1,-200,0
110.97,1,1,1304.8,1304.8,-200,0
111.04,1,1,1305.5,1305.5,-200,0
111.04,1,1,1306.2,1306.2,-200,0
111.04,1,1,1306.9,1306.9,-200,0
111.04,1,1,1307.7,1307.7,-200,0
111.11,1,1,1308.4,1308.4,-200,0
111.11,1,1,1309.1,1309.1,-200,0
111.11,1,1,1309.8,1309.8,-200,0
111.11,1,1,1310.5,1310.5,-200,0
111.19,1,1,1311.3,1311.3,-200,0
111.19,1,1,1312,1312,-200,0
111.19,1,1,1312.7,1312.7,-200,0
111.19,1,1,1313.4,1313.4,-200,0
111.27,1,1,1314.1,1314.1,-200,0
111.29,1,1,1314.9,1314.9,-200,0
111.29,1,1,1315.6,1315.6,-200,0
111.29,1,1,1316.3,1316.3,-200,0
111.37,1,1,1317,1317,-200,0
111.37,1,1,1317.7,1317.7,-200,0
111.37,1,1,1318.5,1318.5,-200,0
111.37,1,1,1319.2,1319.2,-200,0
111.44,1,1,1319.9,1319.9,-200,0
111.44,1,1,1320.6,1320.6,-200,0
111.44,1,1,1321.3,1321.3,-200,0
111.44,1,1,1322.1,1322.1,-200,0
111.51,1,1,1322.8,1322.8,-200,0
111.51,1,1,1323.5,1323.5,-200,0
111.51,1,1,1324.2,1324.2,-200,0
111.51,1,1,1324.9,1324.9,-200,0
111.63,1,1,1325.7,1325.7,-200,0
111.63,1,1,1326.4,1326.4,-200,0
111.63,1,1,1327.1,1327.1,-200,0
111.63,1,1,1327.8,1327.8,-200,0
111.63,1,1,1328.5,1328.5,-200,0
111.71,1,1,1329.3,1329.3,-200,0
111.71,1,1,1330,1330,-200,0
111.71,1,1,1330.7,1330.7,-200,0
111.71,1,1,1331.4,1331.4,-200,0
111.78,1,1,1332.1,1332.1,-200,0
111.78,1,1,1332.9,1332.9,-200,0
111.78,1,1,1333.6,1333.6,-200,0
111.78,1,1,1334.3,1334.3,-200,0
111.86,1,1,1335,1335,-200,0
111.86,1,1,1335.7,1335.7,-200,0
111.91,1,1,1336.5,1336.5,-200,0
111.91,1,1,1337.2,1337.2,-200,0
111.91,1,1,1337.9,1337.9,-200,0
111.99,1,1,1338.6,1338.6,-200,0
111.99,1,1,1339.3,1339.3,-200,0
111.99,1,1,1340.1,1340.1,-200,0
111.99,1,1,1340.8,1340.8,-200,0
111.99,1,1,1341.5,1341.5,-200,0
112.08,1,1,1342.2,1342.2,-200,0
112.08,1,1,1342.9,1342.9,-200,0
112.08,1,1,1343.7,1343.7,-200,0
112.08,1,1,1344.4,1344.4,-200,0
112.16,1,1,1345.1,1345.1,-200,0
112.16,1,1,1345.8,1345.8,-200,0
112.16,1,1,1346.5,1346.5,-200,0
112.16,1,1,1347.3,1347.3,-200,0
112.18,1,1,1348,1348,-200,0
112.18,1,1,1348.7,1348.7,-200,0
112.18,1,1,1349.4,1349.4,-200,0
112.28,1,1,1350.1,1350.1,-200,0
112.28,1,1,1350.9,1350.9,-200,0
112.28,1,1,1351.6,1351.6,-200,0
112.28,1,1,1352.3,1352.3,-200,0
112.28,1,1,1353,1353,-200,0
112.38,1,1,1353.7,1353.7,-200,0
112.38,1,1,1354.5,1354.5,-200,0
112.38,1,1,1355.2,1355.2,-200,0
112.38,1,1,1355.9,1355.9,-200,0
112.38,1,1,1356.6,1356.6,-200,0
112.47,1,1,1357.3,1357.3,-200,0
112.47,1,1,1358.1,1358.1,-200,0
112.47,1,1,1358.8,1358.8,-200,0
112.47,1,1,1359.5,1359.5,-200,0
112.55,1,1,1360.2,1360.2,-200,0
112.55,1,1,1360.9,1360.9,-200,0
112.55,1,1,1361.7,1361.7,-200,0
112.55,1,1,1362.4,1362.4,-200,0
112.55,1,1,1363.1,1363.1,-200,0
112.64,1,1,1363.8,1363.8,-200,0
112.64,1,1,1364.5,1364.5,-200,0
112.64,1,1,1365.3,1365.3,-200,0
112.64,1,1,1366,1366,-200,0
112.64,1,1,1366.7,1366.7,-200,0
112.72,1,1,1367.4,1367.4,-200,0
112.72,1,1,1368.1,1368.1,-200,0
112.72,1,1,1368.9,1368.9,-200,0
112.72,1,1,1369.6,1369.6,-200,0
112.81,1,1,1370.3,1370.3,-200,0
112.81,1,1,1371,1371,-200,0
112.81,1,1,1371.7,1371.7,-200,0
112.81,1,1,1372.5,1372.5,-200,0
112.81,1,1,1373.2,1373.2,-200,0
112.9,1,1,1373.9,1373.9,-200,0
112.9,1,1,1374.6,1374.6,-200,0
112.9,1,1,1375.3,1375.3,-200,0
112.9,1,1,1376.1,1376.1,-200,0
112.9,1,1,1376.8,1376.8,-200,0
112.98,1,1,1377.5,1377.5,-200,0
112.98,1,1,1378.2,1378.2,-200,0
112.98,1,1,1378.9,1378.9,-200,0
112.98,1,1,1379.7,1379.7,-200,0
113.04,1,1,1380.4,1380.4,-200,0
113.13,1,1,1381.1,1381.1,-200,0
113.07,1,1,1381.8,1381.8,-200,0
113.07,1,1,1382.5,1382.5,-200,0
113.07,1,1,1383.3,1383.3,-200,0
113.16,1,1,1384,1384,-200,0
113.16,1,1,1384.7,1384.7,-200,0
113.16,1,1,1385.4,1385.4,-200,0
113.16,1,1,1386.1,1386.1,-200,0
113.16,1,1,1386.9,1386.9,-200,0
113.25,1,1,1387.6,1387.6,-200,0
113.25,1,1,1388.3,1388.3,-200,0
113.25,1,1,1389,1389,-200,0
113.25,1,1,1389.7,1389.7,-200,0
113.25,1,1,1390.5,1390.5,-200,0
113.34,1,1,1391.2,1391.2,-200,0
113.34,1,1,1391.9,1391.9,-200,0
113.34,1,1,1392.6,1392.6,-200,0
113.4,1,1,1393.3,1393.3,-200,0
113.4,1,1,1394.1,1394.1,-200,0
113.49,1,1,1394.8,1394.8,-200,0
113.49,1,1,1395.5,1395.5,-200,0
113.49,1,1,1396.2,1396.2,-200,0
113.49,1,1,1396.9,1396.9,-200,0
