"wetting potential","permeability","element marker","Points:0","Points:1","Points:2"
1.91665e+00,1.00000e+00,0.00000e+00,1.04000e-01,5.41600e-01,0.00000e+00
1.91665e+00,1.00000e+00,0.00000e+00,1.05000e-01,5.42000e-01,0.00000e+00
1.91665e+00,1.00000e+00,0.00000e+00,1.06000e-01,5.42400e-01,0.00000e+00
1.92155e+00,1.00000e+00,0.00000e+00,1.07000e-01,5.42800e-01,0.00000e+00
1.92155e+00,1.00000e+00,0.00000e+00,1.08000e-01,5.43200e-01,0.00000e+00
1.92155e+00,1.00000e+00,0.00000e+00,1.09000e-01,5.43600e-01,0.00000e+00
1.92155e+00,1.00000e+00,0.00000e+00,1.10000e-01,5.44000e-01,0.00000e+00
1.92155e+00,1.00000e+00,0.00000e+00,1.11000e-01,5.44400e-01,0.00000e+00
1.91631e+00,1.00000e+00,0.00000e+00,1.12000e-01,5.44800e-01,0.00000e+00
1.91631e+00,1.00000e+00,0.00000e+00,1.13000e-01,5.45200e-01,0.00000e+00
1.91631e+00,1.00000e+00,0.00000e+00,1.14000e-01,5.45600e-01,0.00000e+00
1.92474e+00,1.00000e+00,0.00000e+00,1.15000e-01,5.46000e-01,0.00000e+00
1.92474e+00,1.00000e+00,0.00000e+00,1.16000e-01,5.46400e-01,0.00000e+00
1.92474e+00,1.00000e+00,0.00000e+00,1.17000e-01,5.46800e-01,0.00000e+00
1.91936e+00,1.00000e+00,0.00000e+00,1.18000e-01,5.47200e-01,0.00000e+00
1.91936e+00,1.00000e+00,0.00000e+00,1.19000e-01,5.47600e-01,0.00000e+00
1.91936e+00,1.00000e+00,0.00000e+00,1.20000e-01,5.48000e-01,0.00000e+00
1.91936e+00,1.00000e+00,0.00000e+00,1.21000e-01,5.48400e-01,0.00000e+00
1.92115e+00,1.00000e+00,0.00000e+00,1.22000e-01,5.48800e-01,0.00000e+00
1.92115e+00,1.00000e+00,0.00000e+00,1.23000e-01,5.49200e-01,0.00000e+00
1.92115e+00,1.00000e+00,0.00000e+00,1.24000e-01,5.49600e-01,0.00000e+00
1.92331e+00,1.00000e+00,0.00000e+00,1.25000e-01,5.50000e-01,0.00000e+00
1.92331e+00,1.00000e+00,0.00000e+00,1.26000e-01,5.50400e-01,0.00000e+00
1.92331e+00,1.00000e+00,0.00000e+00,1.27000e-01,5.50800e-01,0.00000e+00
1.92538e+00,1.00000e+00,0.00000e+00,1.28000e-01,5.51200e-01,0.00000e+00
1.92538e+00,1.00000e+00,0.00000e+00,1.29000e-01,5.51600e-01,0.00000e+00
1.92538e+00,1.00000e+00,0.00000e+00,1.30000e-01,5.52000e-01,0.00000e+00
1.92538e+00,1.00000e+00,0.00000e+00,1.31000e-01,5.52400e-01,0.00000e+00
1.92638e+00,1.00000e+00,0.00000e+00,1.32000e-01,5.52800e-01,0.00000e+00
1.92638e+00,1.00000e+00,0.00000e+00,1.33000e-01,5.53200e-01,0.00000e+00
1.92681e+00,1.00000e+00,0.00000e+00,1.34000e-01,5.53600e-01,0.00000e+00
1.92681e+00,1.00000e+00,0.00000e+00,1.35000e-01,5.54000e-01,0.00000e+00
1.92681e+00,1.00000e+00,0.00000e+00,1.36000e-01,5.54400e-01,0.00000e+00
1.92736e+00,1.00000e+00,0.00000e+00,1.37000e-01,5.54800e-01,0.00000e+00
1.92736e+00,1.00000e+00,0.00000e+00,1.38000e-01,5.55200e-01,0.00000e+00
1.92736e+00,1.00000e+00,0.00000e+00,1.39000e-01,5.55600e-01,0.00000e+00
1.92780e+00,1.00000e+00,0.00000e+00,1.40000e-01,5.56000e-01,0.00000e+00
1.92780e+00,1.00000e+00,0.00000e+00,1.41000e-01,5.56400e-01,0.00000e+00
1.92780e+00,1.00000e+00,0.00000e+00,1.42000e-01,5.56800e-01,0.00000e+00
1.92527e+00,1.00000e+00,0.00000e+00,1.43000e-01,5.57200e-01,0.00000e+00
1.92527e+00,1.00000e+00,0.00000e+00,1.44000e-01,5.57600e-01,0.00000e+00
1.92692e+00,1.00000e+00,0.00000e+00,1.45000e-01,5.58000e-01,0.00000e+00
1.92692e+00,1.00000e+00,0.00000e+00,1.46000e-01,5.58400e-01,0.00000e+00
1.92815e+00,1.00000e+00,0.00000e+00,1.47000e-01,5.58800e-01,0.00000e+00
1.92815e+00,1.00000e+00,0.00000e+00,1.48000e-01,5.59200e-01,0.00000e+00
1.92815e+00,1.00000e+00,0.00000e+00,1.49000e-01,5.59600e-01,0.00000e+00
1.92886e+00,1.00000e+00,0.00000e+00,1.50000e-01,5.60000e-01,0.00000e+00
1.92886e+00,1.00000e+00,0.00000e+00,1.51000e-01,5.60400e-01,0.00000e+00
1.92800e+00,1.00000e+00,0.00000e+00,1.52000e-01,5.60800e-01,0.00000e+00
1.92800e+00,1.00000e+00,0.00000e+00,1.53000e-01,5.61200e-01,0.00000e+00
1.92874e+00,1.00000e+00,0.00000e+00,1.54000e-01,5.61600e-01,0.00000e+00
1.92651e+00,1.00000e+00,0.00000e+00,1.55000e-01,5.62000e-01,0.00000e+00
1.92651e+00,1.00000e+00,0.00000e+00,1.56000e-01,5.62400e-01,0.00000e+00
1.92677e+00,1.00000e+00,0.00000e+00,1.57000e-01,5.62800e-01,0.00000e+00
1.92677e+00,1.00000e+00,0.00000e+00,1.58000e-01,5.63200e-01,0.00000e+00
1.92753e+00,1.00000e+00,0.00000e+00,1.59000e-01,5.63600e-01,0.00000e+00
1.92753e+00,1.00000e+00,0.00000e+00,1.60000e-01,5.64000e-01,0.00000e+00
1.92633e+00,1.00000e+00,0.00000e+00,1.61000e-01,5.64400e-01,0.00000e+00
1.92757e+00,1.00000e+00,0.00000e+00,1.62000e-01,5.64800e-01,0.00000e+00
1.92554e+00,1.00000e+00,0.00000e+00,1.63000e-01,5.65200e-01,0.00000e+00
1.92728e+00,1.00000e+00,0.00000e+00,1.64000e-01,5.65600e-01,0.00000e+00
1.92568e+00,1.00000e+00,0.00000e+00,1.65000e-01,5.66000e-01,0.00000e+00
1.92581e+00,1.00000e+00,0.00000e+00,1.66000e-01,5.66400e-01,0.00000e+00
1.92682e+00,1.00000e+00,0.00000e+00,1.67000e-01,5.66800e-01,0.00000e+00
1.92580e+00,1.00000e+00,0.00000e+00,1.68000e-01,5.67200e-01,0.00000e+00
1.92580e+00,1.00000e+00,0.00000e+00,1.69000e-01,5.67600e-01,0.00000e+00
1.92566e+00,1.00000e+00,0.00000e+00,1.70000e-01,5.68000e-01,0.00000e+00
1.92610e+00,1.00000e+00,0.00000e+00,1.71000e-01,5.68400e-01,0.00000e+00
1.92610e+00,1.00000e+00,0.00000e+00,1.72000e-01,5.68800e-01,0.00000e+00
1.92628e+00,1.00000e+00,0.00000e+00,1.73000e-01,5.69200e-01,0.00000e+00
1.92543e+00,1.00000e+00,0.00000e+00,1.74000e-01,5.69600e-01,0.00000e+00
1.92564e+00,1.00000e+00,0.00000e+00,1.75000e-01,5.70000e-01,0.00000e+00
1.92576e+00,1.00000e+00,0.00000e+00,1.76000e-01,5.70400e-01,0.00000e+00
1.92494e+00,1.00000e+00,0.00000e+00,1.77000e-01,5.70800e-01,0.00000e+00
1.92514e+00,1.00000e+00,0.00000e+00,1.78000e-01,5.71200e-01,0.00000e+00
1.92550e+00,1.00000e+00,0.00000e+00,1.79000e-01,5.71600e-01,0.00000e+00
1.92555e+00,1.00000e+00,0.00000e+00,1.80000e-01,5.72000e-01,0.00000e+00
1.92561e+00,1.00000e+00,0.00000e+00,1.81000e-01,5.72400e-01,0.00000e+00
1.92593e+00,4.28629e+03,4.28571e-01,1.82000e-01,5.72800e-01,0.00000e+00
1.92813e+00,1.00000e+00,0.00000e+00,1.83000e-01,5.73200e-01,0.00000e+00
1.93059e+00,1.00000e+00,0.00000e+00,1.84000e-01,5.73600e-01,0.00000e+00
1.93334e+00,1.00000e+00,0.00000e+00,1.85000e-01,5.74000e-01,0.00000e+00
1.93609e+00,1.00000e+00,0.00000e+00,1.86000e-01,5.74400e-01,0.00000e+00
1.93884e+00,1.00000e+00,0.00000e+00,1.87000e-01,5.74800e-01,0.00000e+00
1.94434e+00,1.00000e+00,0.00000e+00,1.88000e-01,5.75200e-01,0.00000e+00
1.94634e+00,1.00000e+00,0.00000e+00,1.89000e-01,5.75600e-01,0.00000e+00
1.94907e+00,1.00000e+00,0.00000e+00,1.90000e-01,5.76000e-01,0.00000e+00
1.95178e+00,1.00000e+00,0.00000e+00,1.91000e-01,5.76400e-01,0.00000e+00
1.95450e+00,1.00000e+00,0.00000e+00,1.92000e-01,5.76800e-01,0.00000e+00
1.95722e+00,1.00000e+00,0.00000e+00,1.93000e-01,5.77200e-01,0.00000e+00
1.95993e+00,1.00000e+00,0.00000e+00,1.94000e-01,5.77600e-01,0.00000e+00
1.96264e+00,1.00000e+00,0.00000e+00,1.95000e-01,5.78000e-01,0.00000e+00
1.96444e+00,1.00000e+00,0.00000e+00,1.96000e-01,5.78400e-01,0.00000e+00
1.96712e+00,1.00000e+00,0.00000e+00,1.97000e-01,5.78800e-01,0.00000e+00
1.96979e+00,1.00000e+00,0.00000e+00,1.98000e-01,5.79200e-01,0.00000e+00
1.97246e+00,1.00000e+00,0.00000e+00,1.99000e-01,5.79600e-01,0.00000e+00
1.97511e+00,1.00000e+00,0.00000e+00,2.00000e-01,5.80000e-01,0.00000e+00
1.97776e+00,1.00000e+00,0.00000e+00,2.01000e-01,5.80400e-01,0.00000e+00
1.98303e+00,1.00000e+00,0.00000e+00,2.02000e-01,5.80800e-01,0.00000e+00
1.98462e+00,1.00000e+00,0.00000e+00,2.03000e-01,5.81200e-01,0.00000e+00
1.98722e+00,1.00000e+00,0.00000e+00,2.04000e-01,5.81600e-01,0.00000e+00
1.98980e+00,1.00000e+00,0.00000e+00,2.05000e-01,5.82000e-01,0.00000e+00
1.99238e+00,1.00000e+00,0.00000e+00,2.06000e-01,5.82400e-01,0.00000e+00
1.99494e+00,1.00000e+00,0.00000e+00,2.07000e-01,5.82800e-01,0.00000e+00
1.99750e+00,1.00000e+00,0.00000e+00,2.08000e-01,5.83200e-01,0.00000e+00
2.00005e+00,1.00000e+00,0.00000e+00,2.09000e-01,5.83600e-01,0.00000e+00
2.00145e+00,1.00000e+00,0.00000e+00,2.10000e-01,5.84000e-01,0.00000e+00
2.00422e+00,1.00000e+00,0.00000e+00,2.11000e-01,5.84400e-01,0.00000e+00
2.00646e+00,1.00000e+00,0.00000e+00,2.12000e-01,5.84800e-01,0.00000e+00
2.00906e+00,1.00000e+00,0.00000e+00,2.13000e-01,5.85200e-01,0.00000e+00
2.01196e+00,1.00000e+00,0.00000e+00,2.14000e-01,5.85600e-01,0.00000e+00
2.01632e+00,1.00000e+00,0.00000e+00,2.15000e-01,5.86000e-01,0.00000e+00
2.01876e+00,1.00000e+00,0.00000e+00,2.16000e-01,5.86400e-01,0.00000e+00
2.01963e+00,1.00000e+00,0.00000e+00,2.17000e-01,5.86800e-01,0.00000e+00
2.02259e+00,1.00000e+00,0.00000e+00,2.18000e-01,5.87200e-01,0.00000e+00
2.02418e+00,1.00000e+00,0.00000e+00,2.19000e-01,5.87600e-01,0.00000e+00
2.02693e+00,1.00000e+00,0.00000e+00,2.20000e-01,5.88000e-01,0.00000e+00
2.02940e+00,1.00000e+00,0.00000e+00,2.21000e-01,5.88400e-01,0.00000e+00
2.03175e+00,1.00000e+00,0.00000e+00,2.22000e-01,5.88800e-01,0.00000e+00
2.03409e+00,1.00000e+00,0.00000e+00,2.23000e-01,5.89200e-01,0.00000e+00
2.03511e+00,1.00000e+00,0.00000e+00,2.24000e-01,5.89600e-01,0.00000e+00
2.03742e+00,1.00000e+00,0.00000e+00,2.25000e-01,5.90000e-01,0.00000e+00
2.03971e+00,1.00000e+00,0.00000e+00,2.26000e-01,5.90400e-01,0.00000e+00
2.04198e+00,1.00000e+00,0.00000e+00,2.27000e-01,5.90800e-01,0.00000e+00
2.04650e+00,1.00000e+00,0.00000e+00,2.28000e-01,5.91200e-01,0.00000e+00
2.04874e+00,1.00000e+00,0.00000e+00,2.29000e-01,5.91600e-01,0.00000e+00
2.05096e+00,1.00000e+00,0.00000e+00,2.30000e-01,5.92000e-01,0.00000e+00
2.05180e+00,1.00000e+00,0.00000e+00,2.31000e-01,5.92400e-01,0.00000e+00
2.05399e+00,1.00000e+00,0.00000e+00,2.32000e-01,5.92800e-01,0.00000e+00
2.05616e+00,1.00000e+00,0.00000e+00,2.33000e-01,5.93200e-01,0.00000e+00
2.05833e+00,1.00000e+00,0.00000e+00,2.34000e-01,5.93600e-01,0.00000e+00
2.06047e+00,1.00000e+00,0.00000e+00,2.35000e-01,5.94000e-01,0.00000e+00
2.06261e+00,1.00000e+00,0.00000e+00,2.36000e-01,5.94400e-01,0.00000e+00
2.06473e+00,1.00000e+00,0.00000e+00,2.37000e-01,5.94800e-01,0.00000e+00
2.06543e+00,1.00000e+00,0.00000e+00,2.38000e-01,5.95200e-01,0.00000e+00
2.06751e+00,1.00000e+00,0.00000e+00,2.39000e-01,5.95600e-01,0.00000e+00
2.06958e+00,1.00000e+00,0.00000e+00,2.40000e-01,5.96000e-01,0.00000e+00
2.07165e+00,1.00000e+00,0.00000e+00,2.41000e-01,5.96400e-01,0.00000e+00
2.07572e+00,1.00000e+00,0.00000e+00,2.42000e-01,5.96800e-01,0.00000e+00
2.07774e+00,1.00000e+00,0.00000e+00,2.43000e-01,5.97200e-01,0.00000e+00
2.07829e+00,1.00000e+00,0.00000e+00,2.44000e-01,5.97600e-01,0.00000e+00
2.08028e+00,1.00000e+00,0.00000e+00,2.45000e-01,5.98000e-01,0.00000e+00
2.08225e+00,1.00000e+00,0.00000e+00,2.46000e-01,5.98400e-01,0.00000e+00
2.08420e+00,1.00000e+00,0.00000e+00,2.47000e-01,5.98800e-01,0.00000e+00
2.08615e+00,1.00000e+00,0.00000e+00,2.48000e-01,5.99200e-01,0.00000e+00
2.08793e+00,1.00000e+00,0.00000e+00,2.49000e-01,5.99600e-01,0.00000e+00
2.08932e+00,1.00000e+00,0.00000e+00,2.50000e-01,6.00000e-01,0.00000e+00
2.09170e+00,1.00000e+00,0.00000e+00,2.51000e-01,6.00400e-01,0.00000e+00
2.09337e+00,1.00000e+00,0.00000e+00,2.52000e-01,6.00800e-01,0.00000e+00
2.09524e+00,1.00000e+00,0.00000e+00,2.53000e-01,6.01200e-01,0.00000e+00
2.09709e+00,1.00000e+00,0.00000e+00,2.54000e-01,6.01600e-01,0.00000e+00
2.09892e+00,1.00000e+00,0.00000e+00,2.55000e-01,6.02000e-01,0.00000e+00
2.10073e+00,1.00000e+00,0.00000e+00,2.56000e-01,6.02400e-01,0.00000e+00
2.10103e+00,1.00000e+00,0.00000e+00,2.57000e-01,6.02800e-01,0.00000e+00
2.10282e+00,1.00000e+00,0.00000e+00,2.58000e-01,6.03200e-01,0.00000e+00
2.10459e+00,1.00000e+00,0.00000e+00,2.59000e-01,6.03600e-01,0.00000e+00
2.10635e+00,1.00000e+00,0.00000e+00,2.60000e-01,6.04000e-01,0.00000e+00
2.10810e+00,1.00000e+00,0.00000e+00,2.61000e-01,6.04400e-01,0.00000e+00
2.10983e+00,1.00000e+00,0.00000e+00,2.62000e-01,6.04800e-01,0.00000e+00
2.11172e+00,1.00000e+00,0.00000e+00,2.63000e-01,6.05200e-01,0.00000e+00
2.11341e+00,1.00000e+00,0.00000e+00,2.64000e-01,6.05600e-01,0.00000e+00
2.11508e+00,1.00000e+00,0.00000e+00,2.65000e-01,6.06000e-01,0.00000e+00
2.11674e+00,1.00000e+00,0.00000e+00,2.66000e-01,6.06400e-01,0.00000e+00
2.11838e+00,1.00000e+00,0.00000e+00,2.67000e-01,6.06800e-01,0.00000e+00
2.12001e+00,1.00000e+00,0.00000e+00,2.68000e-01,6.07200e-01,0.00000e+00
2.12163e+00,1.00000e+00,0.00000e+00,2.69000e-01,6.07600e-01,0.00000e+00
2.12169e+00,1.00000e+00,0.00000e+00,2.70000e-01,6.08000e-01,0.00000e+00
2.12327e+00,1.00000e+00,0.00000e+00,2.71000e-01,6.08400e-01,0.00000e+00
2.12482e+00,1.00000e+00,0.00000e+00,2.72000e-01,6.08800e-01,0.00000e+00
2.12638e+00,1.00000e+00,0.00000e+00,2.73000e-01,6.09200e-01,0.00000e+00
2.12792e+00,1.00000e+00,0.00000e+00,2.74000e-01,6.09600e-01,0.00000e+00
2.12944e+00,1.00000e+00,0.00000e+00,2.75000e-01,6.10000e-01,0.00000e+00
2.12942e+00,1.00000e+00,0.00000e+00,2.76000e-01,6.10400e-01,0.00000e+00
2.13092e+00,1.00000e+00,0.00000e+00,2.77000e-01,6.10800e-01,0.00000e+00
2.13387e+00,1.00000e+00,0.00000e+00,2.78000e-01,6.11200e-01,0.00000e+00
2.13531e+00,1.00000e+00,0.00000e+00,2.79000e-01,6.11600e-01,0.00000e+00
2.13673e+00,1.00000e+00,0.00000e+00,2.80000e-01,6.12000e-01,0.00000e+00
2.13813e+00,1.00000e+00,0.00000e+00,2.81000e-01,6.12400e-01,0.00000e+00
2.13953e+00,1.00000e+00,0.00000e+00,2.82000e-01,6.12800e-01,0.00000e+00
2.13938e+00,1.00000e+00,0.00000e+00,2.83000e-01,6.13200e-01,0.00000e+00
2.14076e+00,1.00000e+00,0.00000e+00,2.84000e-01,6.13600e-01,0.00000e+00
2.14213e+00,1.00000e+00,0.00000e+00,2.85000e-01,6.14000e-01,0.00000e+00
2.14348e+00,1.00000e+00,0.00000e+00,2.86000e-01,6.14400e-01,0.00000e+00
2.14482e+00,1.00000e+00,0.00000e+00,2.87000e-01,6.14800e-01,0.00000e+00
2.14614e+00,1.00000e+00,0.00000e+00,2.88000e-01,6.15200e-01,0.00000e+00
2.14590e+00,1.00000e+00,0.00000e+00,2.89000e-01,6.15600e-01,0.00000e+00
